"","(Intercept)","X","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","Z10","Z11","Z12","Z13","Z14","Z15","Z16","Z17","Z18","Z19","Z20","Z21","Z22","Z23","Z24","Z25","Z26","Z27","Z28","Z29","Z30","Z31","Z32"
"fully_adjusted",0.00508794521712327,0.596096407900638,NA,0.358577484983478,0.347491944184661,0.339595835963232,0.367750577083652,0.352272606943954,0.362714355876126,0.374515270994077,NA,0.112727160773177,0.0805047093101103,0.106927663972207,0.0891267743440061,0.0932929125299027,0.0818525887341403,0.0741513279728273,NA,0.379322641185659,0.379294457813133,0.388248610816981,0.367698382852924,0.344749381688522,0.35283160584949,0.37740086141396,NA,0.0968069342646312,0.0998423086565824,0.0988719709233431,0.107886057123083,0.103362869520733,0.11761610308744,0.0981500291986557
"unadjusted",0.143328023235849,1.66720087419599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"two_step_lasso",0.00508794521712327,0.596096407900638,NA,0.358577484983478,0.347491944184661,0.339595835963232,0.367750577083652,0.352272606943954,0.362714355876126,0.374515270994077,NA,0.112727160773177,0.0805047093101103,0.106927663972207,0.0891267743440061,0.0932929125299027,0.0818525887341403,0.0741513279728273,NA,0.379322641185659,0.379294457813133,0.388248610816981,0.367698382852924,0.344749381688522,0.35283160584949,0.37740086141396,NA,0.0968069342646312,0.0998423086565824,0.0988719709233431,0.107886057123083,0.103362869520733,0.11761610308744,0.0981500291986557
"two_step_lasso_X",0.00508794521712327,0.596096407900638,NA,0.358577484983478,0.347491944184661,0.339595835963232,0.367750577083652,0.352272606943954,0.362714355876126,0.374515270994077,NA,0.112727160773177,0.0805047093101103,0.106927663972207,0.0891267743440061,0.0932929125299027,0.0818525887341403,0.0741513279728273,NA,0.379322641185659,0.379294457813133,0.388248610816981,0.367698382852924,0.344749381688522,0.35283160584949,0.37740086141396,NA,0.0968069342646312,0.0998423086565824,0.0988719709233431,0.107886057123083,0.103362869520733,0.11761610308744,0.0981500291986557
"two_step_lasso_union",0.00508794521712327,0.596096407900638,NA,0.358577484983478,0.347491944184661,0.339595835963232,0.367750577083652,0.352272606943954,0.362714355876126,0.374515270994077,NA,0.112727160773177,0.0805047093101103,0.106927663972207,0.0891267743440061,0.0932929125299027,0.0818525887341403,0.0741513279728273,NA,0.379322641185659,0.379294457813133,0.388248610816981,0.367698382852924,0.344749381688522,0.35283160584949,0.37740086141396,NA,0.0968069342646312,0.0998423086565824,0.0988719709233431,0.107886057123083,0.103362869520733,0.11761610308744,0.0981500291986557
