"","(Intercept)","X","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","Z10","Z11","Z12","Z13","Z14","Z15","Z16","Z17","Z18","Z19","Z20","Z21","Z22","Z23","Z24","Z25","Z26","Z27","Z28","Z29","Z30","Z31","Z32"
"fully_adjusted",1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"unadjusted",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"two_step_lasso",1,1,0,0.916,0.9075,0.902,0.907,0.9065,0.9105,0.9105,0,1,1,1,1,1,1,1,0,0.9005,0.904,0.9025,0.89,0.893,0.897,0.889,0,0.7155,1,1,1,1,0.9995,1
"two_step_lasso_X",1,1,0,0.9945,0.995,0.9955,0.9955,0.997,0.9945,0.991,0,0.9905,0.9925,0.9915,0.993,0.9925,0.9865,0.9915,0,1,1,1,1,1,1,1,0,0.959,1,1,1,1,1,1
"two_step_lasso_union",1,1,0,0.9995,1,0.9995,0.999,0.999,1,0.9995,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0.985,1,1,1,1,1,1
