"","(Intercept)","X","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","Z10","Z11","Z12","Z13","Z14","Z15","Z16","Z17","Z18","Z19","Z20","Z21","Z22","Z23","Z24","Z25","Z26","Z27","Z28","Z29","Z30","Z31","Z32"
"fully_adjusted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unadjusted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"two_step_lasso",0,1,0,0.8615,0.858,0.8665,0.861,0.852,0.858,0.8545,0,0.9995,0.9995,1,1,1,1,1,0,0.85,0.852,0.848,0.857,0.856,0.859,0.849,0,1,1,1,1,1,1,1
"two_step_lasso_X",0,1,0,0.9785,0.982,0.976,0.9815,0.975,0.9795,0.984,0,0.978,0.966,0.9745,0.9755,0.975,0.9715,0.978,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"two_step_lasso_union",0,1,0,0.9985,0.997,0.998,0.998,0.996,0.998,0.9965,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
