"","(Intercept)","X","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","Z10","Z11","Z12","Z13","Z14","Z15","Z16","Z17","Z18","Z19","Z20","Z21","Z22","Z23","Z24","Z25","Z26","Z27","Z28","Z29","Z30","Z31","Z32","Z26_missing"
"fully_adjusted",1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"unadjusted",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"two_step_lasso",1,1,0,0.887,0.901,0.8815,0.8825,0.89,0.869,0.8775,0,1,1,1,1,1,1,1,0,0.8765,0.8795,0.8765,0.8855,0.8825,0.8765,0.8695,0,0.9515,1,0.9995,0.9995,1,1,1,0.6565
"two_step_lasso_X",1,1,0,0.9825,0.9885,0.9855,0.991,0.988,0.988,0.9885,0,0.9865,0.9885,0.989,0.9935,0.989,0.988,0.985,0,1,1,1,1,1,1,1,0,0.999,1,1,1,1,1,1,0.803
"two_step_lasso_union",1,1,0,0.9965,1,0.9975,1,0.9995,1,0.9975,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.934
