"","(Intercept)","X","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","Z10","Z11","Z12","Z13","Z14","Z15","Z16","Z17","Z18","Z19","Z20","Z21","Z22","Z23","Z24","Z25","Z26","Z27","Z28","Z29","Z30","Z31","Z32","Z26_missing"
"fully_adjusted",1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"unadjusted",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"two_step_lasso",1,1,0,0.881,0.89,0.8745,0.883,0.8805,0.877,0.879,0,0.999,1,1,0.9995,0.9995,1,1,0,0.87,0.882,0.8785,0.87,0.8895,0.888,0.8635,0,0.992,1,1,1,0.9995,1,1,0.689
"two_step_lasso_X",1,1,0,0.983,0.9875,0.9865,0.988,0.9855,0.9845,0.9835,0,0.9855,0.986,0.9855,0.988,0.988,0.9875,0.9875,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.83
"two_step_lasso_union",1,1,0,0.9985,0.999,0.9995,0.999,0.999,1,0.998,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.948
